audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00318,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00319,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00320,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00321,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00322,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00323,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00324,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00325,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00326,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00327,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00328,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00329,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00330,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00331,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00332,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00333,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00334,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00335,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00336,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00337,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00338,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00339,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00340,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00341,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00342,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00343,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00344,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00345,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00346,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00347,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00348,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00349,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00350,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00351,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00352,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00353,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00354,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00355,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00356,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00357,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00358,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00359,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00360,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00361,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00362,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00363,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00364,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00365,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00366,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00367,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00368,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00369,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00370,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00371,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00372,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00373,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00374,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00375,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00376,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00377,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00378,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00379,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00380,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00381,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00382,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00383,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00384,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00385,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00386,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00387,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00388,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00389,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00390,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00391,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00392,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00393,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00394,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00395,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00396,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00397,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00398,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00399,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00400,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00401,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00402,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00403,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00404,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00405,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00406,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00407,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00408,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00409,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00410,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00411,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00412,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00413,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00414,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00415,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00416,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00417,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00418,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00419,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00420,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00421,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00422,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00423,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00424,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00425,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00426,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00427,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00428,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00429,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00430,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00431,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00432,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00433,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00434,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00435,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00436,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00437,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00438,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00439,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00440,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00441,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00442,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00443,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00444,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00445,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00446,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00447,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00448,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00449,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00450,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00451,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00452,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00453,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00454,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00455,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00456,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00457,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00458,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00459,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00460,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00461,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00462,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00463,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00464,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00465,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00466,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00467,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00468,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00469,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00470,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00471,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00472,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00473,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00474,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00475,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00476,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00477,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00478,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00479,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00480,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00481,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00482,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00483,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00484,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00485,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00486,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00487,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00488,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00489,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00490,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00491,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00492,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00493,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00494,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00495,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00496,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00497,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00498,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00499,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00500,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00501,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00502,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00503,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00504,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00505,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00506,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00507,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00508,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00509,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00510,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00511,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00512,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00513,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00514,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00515,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00516,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00517,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00518,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00519,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00520,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00521,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00522,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00523,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00524,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00525,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00526,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00527,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00528,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00529,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00530,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00531,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00532,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00533,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00534,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00535,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00536,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00537,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00538,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00539,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00540,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00541,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00542,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00543,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00544,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00545,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00546,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00547,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00548,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00549,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00550,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00551,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00552,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00553,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00554,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00555,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00556,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00557,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00558,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00559,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00560,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00561,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00562,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00563,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00564,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00565,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00566,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00567,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00568,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00569,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00570,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00571,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00572,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00573,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00574,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00575,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00576,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00577,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00578,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00579,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00580,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00581,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00582,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00583,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00584,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00585,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00586,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00587,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00588,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00589,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00590,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00591,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00592,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00593,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00594,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00595,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00596,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00597,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00598,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00599,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00600,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00601,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00602,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00603,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00604,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00605,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00606,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00607,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00608,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00609,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00610,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00611,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00612,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00613,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00614,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00615,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00616,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00617,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00618,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00619,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00620,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00621,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00622,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00623,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00624,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00625,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00626,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00627,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00628,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00629,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00630,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00631,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00632,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00633,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00634,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00635,copenlu/fever_gold_evidence,auditor2,,,,,
